Container Number,Repacking Date,WH,Raw material ,Procesisng Type,Processing Type EN,Rpin,Pallets Number,Count of CartonsBins,Total Carton Weight KG,Total Bin Weight KG,FG ,FG Carton,Defects KG,Rotted KG,Month,Week,RM Code,RM Des,FG Code,FG Des,Unitcarton,Cartonpallet,Unitpallet,Act FG KG,FG STD KG,Material STD KG,Shrinkage Kgs,Over-weight kgs,Juice Apple kg,Packout,Shrinkage Kgs%,Over-weight kgs%,Juice Apple kg%,DATE&RPIN,Container&RPIN,Repacking Date&WH,Remark,????KG?,Defects KG ??
TRIU8746529,20/06/2025,SZ,67/5 Rocki,??,Rework,-,,50,392.5,4000,63/5*8,79,840,0,6,Wk25,RK107515567170,Rockit Apple 67/5 Rocki,63/5*8,63/5*8,8,149,1192,-447.5KG,3.04,7.85,0KG,0KG,840,79.00%,0%,0%,21%,250620-,TRIU8746529-,20250620SZ,???,0.111,93.24
OTPU6560955,20/06/2025,SZ,67/5 Rocki,??,Rework,-,,51,400.4,4080,63/5*8,81,840,0,6,Wk25,RK107515567170,Rockit Apple 67/5 Rocki,63/5*8,63/5*8,8,149,1192,-439.65KG,3.04,7.85,0KG,0KG,840,79.41%,0%,0%,21%,250620-,OTPU6560955-,20250620SZ,???,0.111,93.24
CGMU5633787,20/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2851,00394219037825063442,1.2,0,420,SFP ????,46,86,0,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,334.5KG,6.63,360,-12KG,29.52KG,86,72.61%,3%,7%,20%,250620R2851,CGMU5633787R2851,20250620SZ,,,
CGMU5633787,20/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2872,00394219037825064241,1,0,349,SFP ????,38,76,0,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,273KG,6.63,360,-11KG,21.06KG,76,72.19%,3%,6%,22%,250620R2872,CGMU5633787R2872,20250620SZ,,,
CGMU5633787,20/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R1752,00394219037825061356,1,0,350,SFP ????,37,68,3,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,279.5KG,6.63,360,-10KG,34.19KG,71,70.09%,3%,10%,20%,250620R1752,CGMU5633787R1752,20250620SZ,,,
CGMU5633787,20/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R1232,00394219037825061356,2,0,705,SFP ????,74,139,6,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,560.5KG,6.63,360,-15KG,69.88KG,145,69.59%,2%,10%,20%,250620R1232,CGMU5633787R1232,20250620SZ,,,
CGMU5633787,20/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2927,00394219037825064388,1,0,349,SFP ????,38,66,0,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,283.5KG,6.63,360,-11KG,31.56KG,66,72.19%,3%,9%,19%,250620R2927,CGMU5633787R2927,20250620SZ,,,
CGMU5633787,20/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2918,00394219037825064005,2,0,705,SFP ????,77,100,0,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,605KG,6.63,360,-15KG,94.49KG,100,72.41%,2%,13%,14%,250620R2918,CGMU5633787R2918,20250620SZ,,,
CGMU5633787,20/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2329,00394219037825061837,1.2,0,420,SFP ????,46,65,0,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,355KG,6.63,360,-12KG,50.02KG,65,72.61%,3%,12%,15%,250620R2329,CGMU5633787R2329,20250620SZ,,,
SZLU9418329,21/06/2025,SZ,63mm bin,??,repacking,R2919,"00394198062500161937
00394198062500166048
00394198062500173053
00394198062500174913
00394198062500176702",12.6,0,4500,63/5  Rocki,568,791,12,6,Wk25,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,3696.8KG,6.08,360,-36KG,243.36KG,803,76.74%,1%,5%,18%,250621R2919,SZLU9418329R2919,20250621SZ,??/??/JD,,
SZLU9418329,21/06/2025,SZ,63mm bin,??,repacking,R2534,00394198062500185513,3,0,1063,63/5  Rocki,134,178,2,6,Wk25,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,883.2KG,6.08,360,-17KG,68.48KG,180,76.64%,2%,6%,17%,250621R2534,SZLU9418329R2534,20250621SZ,??/??/JD,,
CGMU5633787,23/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2919,00394219037825059469,3,0,1061,LFP ????,81,345,5,6,Wk26,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,711.2KG,9.72,360,-19KG,0KG,350,67.03%,2%,0%,33%,250623R2919,CGMU5633787R2919,20250623SZ,,,
CGMU5633787,23/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2900,"00394219037825067358
00394219037825067495",4.4,0,1545,LFP ????,115,352,10,6,Wk26,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1182.65KG,9.72,360,-39KG,64.85KG,362,72.35%,3%,4%,23%,250623R2900,CGMU5633787R2900,20250623SZ,,,
CGMU5633787,23/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2872,00394219037825064104,3,0,1043,LFP ????,81,126,0,6,Wk26,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,917.15KG,9.72,360,-37KG,129.83KG,126,75.49%,4%,12%,12%,250623R2872,CGMU5633787R2872,20250623SZ,,,
CGMU5633787,23/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2918,00394219037825063893,3,0,1049,LFP ????,78,181,5,6,Wk26,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,863.35KG,9.72,360,-31KG,105.19KG,186,72.27%,3%,10%,18%,250623R2918,CGMU5633787R2918,20250623SZ,,,
CGMU5633787,23/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2329,00394219037825061837,1.8,0,558,LFP ????,46,104,0,6,Wk26,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,454.1KG,9.72,360,-90KG,6.98KG,104,80.13%,16%,1%,19%,250623R2329,CGMU5633787R2329,20250623SZ,,,
CGMU8028178,24/06/2025,SZ,72mm Z Pack Tray,??,repacking,R2934,"25031779
25032035",98,0,1623,72/4,196,325,0,6,Wk26,ROC1201072120,Rockit Apple 72mm Tray (72/0),ROC04812472120,Rockit Apple 72/4 424g,12,128,1536,1298.304KG,6.08,16.5,0KG,106.624KG,325,73.43%,0%,7%,20%,250624R2934,CGMU8028178R2934,20250624SZ,OLE,,
CGMU5633787,24/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2872,00394219037825064005,1.6,0,562,SFP ????,65,145,4,6,Wk26,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,413KG,6.63,360,-14KG,0KG,149,73.49%,2%,0%,27%,250624R2872,CGMU5633787R2872,20250624SZ,,,
CGMU5633787,24/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2880,00394219037825059261,2.5,0,875,SFP ????,89,178,5,6,Wk26,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,692.98KG,6.63,360,-25KG,102.91KG,182,67.44%,3%,12%,21%,250624R2880,CGMU5633787R2880,20250624SZ,,,
MNBU0371936,19/06/2025,SH,53-58mm Mixed bin ????,??,repacking,R2919,00394198062500856352,3,0,1041,SFP ????,118,280,5,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,756KG,6.63,360,-39KG,0KG,285,72.62%,4%,0%,27%,250619R2919,MNBU0371936R2919,20250619SH,,,
MNBU9006615,19/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1936,"00394198062500392768
00394198062500396346",5.6,0,1919,SFP ????,206,430,8,6,Wk25,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,1481KG,6.63,360,-79KG,115.22KG,438,71.17%,4%,6%,23%,250619R1936,MNBU9006615R1936,20250619SH,,,
MNBU9006615,19/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R2850,"‘00394198062500400210
00394198062500402993",1.7,0,575,SFP ????,68,124,1,6,Wk25,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,450KG,6.63,360,-22.6KG,0KG,125,78.26%,4%,0%,22%,250619R2850,MNBU9006615R2850,20250619SH,,,
MNBU4208193,20/06/2025,SH,63/5  Rocki,??,Rework,,,512,3113,40960,63/5  Rocki,449,5040,0,6,Wk25,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-1927.04KG,6.08,6.08,0KG,0KG,"5,040",87.70%,0%,0%,12%,250620,MNBU4208193,20250620SH,?????,0.0778,392.112
TTNU8839062,20/06/2025,SH,63/5  Rocki,??,Rework,,,480,2918.4,38400,63/5  Rocki,418,4960,0,6,Wk25,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-2041.6KG,6.08,6.08,0KG,0KG,"4,960",87.08%,0%,0%,13%,250620,TTNU8839062,20250620SH,?????,0.0778,385.888
MNBU9006615,21/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R2919,00394198062500420904,3,0,1041,LFP ????,53,600,6,6,Wk25,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,435KG,9.72,360,-39KG,0KG,606,41.79%,4%,0%,58%,250621R2919,MNBU9006615R2919,20250621SH,,,
MNBU9006615,21/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R2850,"‘00394198062500400210
00394198062500402993",2.3,0,811,LFP ????,44,446,2,6,Wk25,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,363KG,9.72,360,-31.4KG,0KG,448,44.76%,4%,0%,55%,250621R2850,MNBU9006615R2850,20250621SH,,,
MNBU9006615,21/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1149,00394198062500402993,2,0,683,LFP ????,56,226,5,6,Wk25,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,452KG,9.72,360,-37KG,0KG,231,66.18%,5%,0%,34%,250621R1149,MNBU9006615R1149,20250621SH,,,
MNBU9031752,21/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1580,00394198062500367391,2.3,0,796,LFP ????,57,316,4,6,Wk25,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,476KG,9.72,360,-32KG,0KG,320,59.80%,4%,0%,40%,250621R1580,MNBU9031752R1580,20250621SH,,,
MNBU4079706,22/06/2025,SH,63/5T Rocki,??,Rework,,,224,1574.7,17920,63/5T Rocki,191,2640,2,6,Wk26,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-1067.28KG,7.03,7.03,0KG,0KG,"2,642",85.26%,0%,0%,15%,250622,MNBU4079706,20250622SH,?????,0.088,232.32
CGMU5143516,22/06/2025,SH,63/5T Rocki,??,Rework,,,224,1574.7,17920,63/5T Rocki,188,2880,3,6,Wk26,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-1308.28KG,7.03,7.03,0KG,0KG,"2,883",83.91%,0%,0%,16%,250622,CGMU5143516,20250622SH,???,0.088,253.44
TTNU8056236,22/06/2025,SH,63/5T Rocki,??,Rework,,,254,1785.6,20320,63/5T Rocki,221,2640,2,6,Wk26,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-856.38KG,7.03,7.03,0KG,0KG,"2,642",87.00%,0%,0%,13%,250622,TTNU8056236,20250622SH,?????,0.088,232.32
MNBU9031752,22/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1580,"00394198062500367391
00394198062500379387
00394198062500379493
00394198062500379509
00394198062500379837",12.7,0,4395,LFP ????,212,2620,11,6,Wk26,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1764KG,9.72,360,-177KG,0KG,"2,631",40.14%,4%,0%,60%,250622R1580,MNBU9031752R1580,20250622SH,,,
TTNU8434995,23/06/2025,SH,63/5T Rocki,??,Rework,,,336,2362.1,26880,63/5T Rocki,291,3600,0,6,Wk26,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-1237.92KG,7.03,7.03,0KG,0KG,"3,600",86.61%,0%,0%,13%,250623,TTNU8434995,20250623SH,?????,0.088,316.8
CGMU5143516,23/06/2025,SH,63/5T Rocki,??,Rework,,,336,2362.1,26880,63/5T Rocki,289,3760,0,6,Wk26,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-1397.92KG,7.03,7.03,0KG,0KG,"3,760",86.01%,0%,0%,14%,250623,CGMU5143516,20250623SH,?????,0.088,330.88
TTNU8839062,23/06/2025,SH,63/5T Rocki,??,Rework,,,336,2362.1,26880,63/5T Rocki,288,3840,0,6,Wk26,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-1477.92KG,7.03,7.03,0KG,0KG,"3,840",85.71%,0%,0%,14%,250623,TTNU8839062,20250623SH,?????,0.088,337.92
MNBU4208193,23/06/2025,SH,63/5T Rocki,??,Rework,,,210,1476.3,16800,63/5T Rocki,180,2400,0,6,Wk26,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-923.7KG,7.03,7.03,0KG,0KG,"2,400",85.71%,0%,0%,14%,250623,MNBU4208193,20250623SH,?????,0.088,211.2
CGMU5380837,27/06/2025,SZ,52-63mm Mixed bin ????,??,repacking,R1021,00394198062500909492,3,,1044,LFP ????,82,150,5,6,Wk26,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,889KG,9.72,360,-36KG,91.96KG,155,76.34%,3%,9%,15%,250627R1021,CGMU5380837R1021,20250627SZ,,,
CGMU5380837,27/06/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2919,"00394198062500425725
00394198062500425756
00394198062500426968",8,,2800,LFP ????,195,754,25,6,Wk26,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,2021KG,9.72,360,-80KG,125.6KG,779,67.69%,3%,4%,28%,250627R2919,CGMU5380837R2919,20250627SZ,,,
CGMU5380837,27/06/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2919,00394198062500423585,2.7,,941,LFP ????,68,146,5,6,Wk26,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,790KG,9.72,360,-31KG,129.04KG,151,70.24%,3%,14%,16%,250627R2919,CGMU5380837R2919,20250627SZ,,,
SEKU9126837,28/06/2025,SZ,52-63mm Mixed bin ????,??,repacking,R1580,"00394198062500377901
00394198062500379400
00394198062500379424
00394198062500379783",12,,4214,LFP ????,227,1957,47,6,Wk26,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,2210.37KG,9.72,360,-106KG,3.93KG,"2,004",52.36%,3%,0%,48%,250628R1580,SEKU9126837R1580,20250628SZ,,,
SEKU9126837,28/06/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2919,00394198062500439173,3,,1049,LFP ????,70,384,16,6,Wk26,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,649.5KG,9.72,360,-31KG,0KG,400,61.92%,3%,0%,38%,250628R2919,SEKU9126837R2919,20250628SZ,,,
CGMU5633787,28/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2724,00394219037825062414,0.8,,280,LFP ????,21,87,3,6,Wk26,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,190.13KG,9.72,360,-8KG,0KG,90,67.90%,3%,0%,32%,250628R2724,CGMU5633787R2724,20250628SZ,,,
CGMU5633787,29/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2724,00394219037825062308,4,,1404,SFP ????,160,196,10,6,Wk27,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,1198KG,6.63,360,-36KG,137.2KG,206,75.56%,3%,10%,15%,250629R2724,CGMU5633787R2724,20250629SZ,,,
CGMU5633787,29/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2899,00394219037825063763,2,,701,SFP ????,70,126,3,6,Wk27,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,572KG,6.63,360,-19KG,107.9KG,129,66.21%,3%,15%,18%,250629R2899,CGMU5633787R2899,20250629SZ,,,
CGMU5633787,29/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2927,00394219037825064432,3,,1052,SFP ????,122,147,,6,Wk27,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,905.5KG,6.63,360,-28KG,96.64KG,147,76.89%,3%,9%,14%,250629R2927,CGMU5633787R2927,20250629SZ,,,
CGMU5633787,29/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2919,00394219037825063442,1,,350,SFP ????,38,65,,6,Wk27,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,285KG,6.63,360,-10KG,33.06KG,65,71.98%,3%,9%,19%,250629R2919,CGMU5633787R2919,20250629SZ,,,
CGMU5633787,29/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2944,00394219037825059681,0.7,,249,SFP ????,25,45,,6,Wk27,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,204KG,6.63,360,-3KG,38.25KG,45,66.57%,1%,15%,18%,250629R2944,CGMU5633787R2944,20250629SZ,,,
PCIU6141958,29/06/2025,SZ,63mmT bin,??,repacking,R2919,"00394198062500432211
00394198062500442395
00394198062500447055",9,,3140,63/5T Rocki,318,961,13,6,Wk27,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,2166.5KG,7.03,360,-100KG,0KG,974,69.00%,3%,0%,31%,250629R2919,PCIU6141958R2919,20250629SZ,OLE,,
PCIU6141958,29/06/2025,SZ,63mmT bin,??,repacking,R2329,00394198062500450666,3,,1050,63/5T Rocki,106,320,4,6,Wk27,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,725.5KG,7.03,360,-30KG,0KG,325,69.10%,3%,0%,31%,250629R2329,PCIU6141958R2329,20250629SZ,????,,
PCIU6141958,29/06/2025,SZ,63mmT bin,??,repacking,R1230,00394198062500456040,3,,1054,63/5T Rocki,104,165,10,6,Wk27,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,879KG,7.03,360,-26KG,147.88KG,175,69.37%,2%,14%,17%,250629R1230,PCIU6141958R1230,20250629SZ,??,,
SZLU9418329,30/06/2025,SZ,63mm bin,??,repacking,R2919,00394198062500173718,2.4,,845,63/5  Rocki,96,224,,6,Wk27,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,621KG,6.08,360,-19KG,37.32KG,224,69.07%,2%,4%,27%,250630R2919,SZLU9418329R2919,20250630SZ,??,,
MEDU9221999,30/06/2025,SZ,63mm bin,??,repacking,R1580,00394198062500381533,3,,1056,63/5  Rocki,123,386,6,6,Wk27,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,664KG,6.08,360,-24KG,0KG,392,62.88%,2%,0%,37%,250630R1580,MEDU9221999R1580,20250630SZ,??,,
CGMU5633787,30/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2944,00394219037825059681,2.3,,816,LFP ????,60,199,6,6,Wk27,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,611.5KG,9.72,360,-12KG,28.3KG,205,71.47%,1%,3%,25%,250630R2944,CGMU5633787R2944,20250630SZ,,,
CGMU5633787,30/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2919,00394219037825063664,2,,702,LFP ????,53,146,15,6,Wk27,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,541KG,9.72,360,-18KG,25.84KG,161,73.38%,3%,4%,23%,250630R2919,CGMU5633787R2919,20250630SZ,,,
CGMU5633787,30/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2918,00394219037825063763,1,,354,LFP ????,26,85,,6,Wk27,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,269KG,9.72,360,-6KG,16.28KG,85,71.39%,2%,5%,24%,250630R2918,CGMU5633787R2918,20250630SZ,,,
CGMU5633787,30/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2880,00394219037825063701,3,,1057,LFP ????,85,275,5,6,Wk27,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,777KG,9.72,360,-23KG,0KG,280,73.51%,2%,0%,26%,250630R2880,CGMU5633787R2880,20250630SZ,,,
CGMU5633787,30/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2724,00394219037825062414,0.2,,70,LFP ????,6,18,,6,Wk27,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,52KG,9.72,360,-2KG,0KG,18,74.29%,3%,0%,26%,250630R2724,CGMU5633787R2724,20250630SZ,,,
MEDU9221999,1/07/2025,SZ,63mm bin,??,repacking,R1936,00394198062500400289,3,,1062,63/5  Rocki,120,307,3,7,Wk27,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,752KG,6.08,360,-18KG,22.4KG,310,68.70%,2%,2%,29%,250701R1936,MEDU9221999R1936,20250701SZ,?????,,
MEDU9221999,1/07/2025,SZ,63mm bin,??,repacking,R2850,00394198062500400326,3,,1068,63/5  Rocki,122,235,4,7,Wk27,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,829KG,6.08,360,-12KG,87.24KG,239,69.45%,1%,8%,22%,250701R2850,MEDU9221999R2850,20250701SZ,?????,,
OERU4279783,1/07/2025,SZ,63mmT bin,??,repacking,R1149,00394198062500839423,3,,1061,63/5T Rocki,106,333,10,7,Wk27,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,718KG,7.03,360,-19KG,0KG,343,67.67%,2%,0%,32%,250701R1149,OERU4279783R1149,20250701SZ,?????,,
OERU4279783,1/07/2025,SZ,63mmT bin,??,repacking,R2534,00394198062500842034,3,,1054,63/5T Rocki,103,366,11,7,Wk27,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,677KG,7.03,360,-26KG,0KG,377,64.23%,2%,0%,36%,250701R2534,OERU4279783R2534,20250701SZ,???,,
OERU4279783,1/07/2025,SZ,63mmT bin,??,repacking,R1173,00394198062500840757,3,,1064,63/5T Rocki,102,277,9,7,Wk27,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,778KG,7.03,360,-16KG,60.94KG,286,67.39%,2%,6%,27%,250701R1173,OERU4279783R1173,20250701SZ,?????,,
PCIU6141958,1/07/2025,SZ,63mmT bin,??,repacking,R2850,00394198062500400395,2,,692,63/5T Rocki,66,141,3,7,Wk27,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,548.5KG,7.03,360,-28KG,84.52KG,144,67.05%,4%,12%,21%,250701R2850,PCIU6141958R2850,20250701SZ,?????,,
MNBU9031752,26/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1580,00394198062500381595,2,,698,LFP ????,39,372,0,6,Wk26,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,326KG,9.72,360,-22KG,0KG,372,46.70%,3%,0%,53%,250626R1580,MNBU9031752R1580,20250626SH,,,
MNBU9031752,27/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1580,"00394198062500382189
00394198062500384138
00394198062500386019
00394198062500386095",12,,4200,LFP ????,239,2214,0,6,Wk26,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1986KG,9.72,360,-120KG,0KG,"2,214",47.29%,3%,0%,53%,250627R1580,MNBU9031752R1580,20250627SH,,,
